Entity,Code,Year,Oil (terawatt-hours),Gas (terawatt-hours),Coal (terawatt-hours)
Middle East,,1976,859.3542582,198.0749848,14.88235276
Middle East,,1977,972.1884112,230.5972693,15.0546861
Middle East,,1978,1051.566752,251.6734059,9.25235117
Middle East,,1979,1194.986647,339.8667597,13.28701914
Middle East,,1980,1126.03499,341.3122545,14.0003103
Middle East,,1981,1229.983722,370.6827129,11.741648
Middle East,,1982,1347.843705,413.3513603,22.22158056
Middle East,,1983,1486.193169,422.9778613,27.00915147
Middle East,,1984,1616.307481,544.6320356,31.15692119
Middle East,,1985,1710.106701,587.7057081,32.74093882
Middle East,,1986,1703.271193,705.3922963,34.93596176
Middle East,,1987,1791.209917,753.528126,36.30192852
Middle East,,1988,1877.596414,838.4486266,35.59142856
Middle East,,1989,1934.059993,945.0170887,34.5545908
Middle East,,1990,1993.040087,1016.871007,35.82640108
Middle East,,1991,2105.832607,1084.564226,41.65612466
Middle East,,1992,2187.469585,1237.155228,47.13852992
Middle East,,1993,2280.230081,1155.12478,55.13772533
Middle East,,1994,2506.945551,1339.855534,57.68892352
Middle East,,1995,2509.563591,1475.440735,61.44041183
Middle East,,1996,2538.721435,1588.106011,72.34611483
Middle East,,1997,2592.632137,1676.063343,77.74352131
Middle East,,1998,2684.304389,1799.596297,84.52491923
Middle East,,1999,2749.163169,1890.709287,82.5779591
Middle East,,2000,2819.074835,1993.849632,89.48134988
Middle East,,2001,2918.617625,2191.001404,100.7149983
Middle East,,2002,2972.557194,2343.241777,105.6551356
Middle East,,2003,3080.994613,2457.650833,110.2852175
Middle East,,2004,3251.525771,2724.423855,112.0784317
Middle East,,2005,3470.687893,2922.595933,114.0491913
Middle East,,2006,3594.313612,3101.461476,113.8561309
Middle East,,2007,3718.792197,3367.471568,115.4256587
Middle East,,2008,3978.952743,3634.870887,112.3998034
Middle East,,2009,4121.391052,3758.975801,114.9218012
Middle East,,2010,4223.163878,4150.423596,117.7233737
Middle East,,2011,4322.820212,4221.992638,129.8568036
Middle East,,2012,4529.310824,4344.24558,143.0313666
Middle East,,2013,4636.148845,4608.81564,126.6826799
Middle East,,2014,4749.27188,4823.103287,125.3537961
Middle East,,2015,4800.852432,5167.008336,118.8830651
Middle East,,2016,4859.426975,5362.582963,107.8294933
Netherlands,NLD,1965,294.07618,15,103.0555556
Netherlands,NLD,1966,318.47592,28.61111111,93.88888889
Netherlands,NLD,1967,325.62837,50.55555556,90.27777778
Netherlands,NLD,1968,350.19093,85,85.55555556
Netherlands,NLD,1969,382.61537,125.2777778,72.77777778
Netherlands,NLD,1970,424.6113,176.3888889,53.33333333
Netherlands,NLD,1971,418.54044,230.5555556,40.27777778
Netherlands,NLD,1972,465.8978,300,34.44444444
Netherlands,NLD,1973,480.2027,333.6111111,35
Netherlands,NLD,1974,411.55081,355,33.33333333
Netherlands,NLD,1975,405.04964,370,28.05555556
Netherlands,NLD,1976,455.6634,384.4444444,35
Netherlands,NLD,1977,437.24148,385.8333333,36.66666667
Netherlands,NLD,1978,446.1793728,386.6666667,41.94444444
Netherlands,NLD,1979,482.7569251,385,40
Netherlands,NLD,1980,451.1598702,351.9444444,46.38888889
Netherlands,NLD,1981,421.2441457,335,51.38888889
Netherlands,NLD,1982,366.4090562,320,59.44444444
Netherlands,NLD,1983,345.841303,342.2222222,61.38888889
Netherlands,NLD,1984,341.3679204,363.6111111,74.16666667
Netherlands,NLD,1985,344.1332153,383.0555556,73.88888889
Netherlands,NLD,1986,381.4674091,382.2222222,76.11111111
Netherlands,NLD,1987,383.8396689,394.4444444,80.27777778
Netherlands,NLD,1988,408.1707399,356.6666667,96.11111111
Netherlands,NLD,1989,402.6056027,365.5555556,95.27777778
Netherlands,NLD,1990,421.1325545,368.0555556,101.6666667
Netherlands,NLD,1991,415.4874787,410.8333333,93.61111111
Netherlands,NLD,1992,434.0092537,400,93.33333333
Netherlands,NLD,1993,431.0121914,411.3888889,94.16666667
Netherlands,NLD,1994,433.1948651,397.2222222,100.2777778
Netherlands,NLD,1995,449.7997619,408.0555556,103.6111111
Netherlands,NLD,1996,445.6440735,452.2222222,100
Netherlands,NLD,1997,468.5442873,423.6111111,97.22222222
Netherlands,NLD,1998,471.3009405,418.3333333,99.16666667
Netherlands,NLD,1999,482.1577806,408.8888889,86.94444444
Netherlands,NLD,2000,496.2331291,410,90.27777778
Netherlands,NLD,2001,521.5801833,418.3333333,96.11111111
Netherlands,NLD,2002,519.3772799,413.8888889,96.66666667
Netherlands,NLD,2003,524.0229673,416.9444444,100
Netherlands,NLD,2004,547.4519098,426.6666667,98.61111111
Netherlands,NLD,2005,582.1730852,414.4444444,94.16666667
Netherlands,NLD,2006,590.4508807,397.7777778,89.72222222
Netherlands,NLD,2007,589.1387743,386.3888889,97.77777778
Netherlands,NLD,2008,549.9444045,402.5,92.5
Netherlands,NLD,2009,534.03797,406.6666667,87.22222222
Netherlands,NLD,2010,533.51462,456.3888889,87.77777778
Netherlands,NLD,2011,535.87551,398.3333333,86.66666667
Netherlands,NLD,2012,508.28915,377.2222222,95.27777778
Netherlands,NLD,2013,481.9114378,381.9444444,95.27777778
Netherlands,NLD,2014,460.7943467,333.0555556,105.2777778
Netherlands,NLD,2015,450.4728802,329.4444444,128.0555556
Netherlands,NLD,2016,464.5573951,351.3888889,119.4444444
New Zealand,NZL,1965,31.61034,0,19.13135
New Zealand,NZL,1966,35.05282,0,18.608
New Zealand,NZL,1967,36.8671,0,16.99143
New Zealand,NZL,1968,37.83239,0,15.99125
New Zealand,NZL,1969,39.28614,0,16.3983
New Zealand,NZL,1970,46.22925,1.163,16.40993
New Zealand,NZL,1971,47.71789,1.47701,14.59565
New Zealand,NZL,1972,51.36971,2.6749,14.95618
New Zealand,NZL,1973,54.41677,3.10521,16.94491
New Zealand,NZL,1974,51.89703106,3.635027471,17.44456111
New Zealand,NZL,1975,49.80327091,3.998402635,16.41661944
New Zealand,NZL,1976,51.39434245,9.384665575,16.91669444
New Zealand,NZL,1977,51.3991388,15.91101945,16.11117222
New Zealand,NZL,1978,48.75542238,14.92039225,14.86111667
New Zealand,NZL,1979,49.36547708,9.976900426,13.24999444
New Zealand,NZL,1980,47.72947636,9.232400235,13.628225
New Zealand,NZL,1981,45.22850045,11.27296325,13.57794722
New Zealand,NZL,1982,45.08326115,19.98072613,13.31054167
New Zealand,NZL,1983,43.21986169,21.59565475,14.74875
New Zealand,NZL,1984,43.77549391,27.53692354,13.71716389
New Zealand,NZL,1985,41.96533089,35.02033122,12.66603056
New Zealand,NZL,1986,42.80797758,42.07954955,14.55685556
New Zealand,NZL,1987,45.26488239,40.66872316,12.14986667
New Zealand,NZL,1988,46.96663522,44.11349992,13.16596111
New Zealand,NZL,1989,48.24075121,45.27882568,14.334275
New Zealand,NZL,1990,55.4011503,45.04647594,13.93324886
New Zealand,NZL,1991,53.33101718,48.94906013,13.28551529
New Zealand,NZL,1992,54.67225193,51.95237718,14.62873733
New Zealand,NZL,1993,52.83887766,50.51499703,14.41126563
New Zealand,NZL,1994,60.66063914,47.11683602,13.62267561
New Zealand,NZL,1995,65.77283277,44.49912475,14.10721911
New Zealand,NZL,1996,64.52965952,50.83578294,13.68044039
New Zealand,NZL,1997,68.41303112,54.42194203,14.70420621
New Zealand,NZL,1998,69.53777045,48.35579839,13.37132474
New Zealand,NZL,1999,70.029014,55.93164306,13.70543313
New Zealand,NZL,2000,71.72497859,58.79298847,13.05492957
New Zealand,NZL,2001,72.19192463,61.86649643,16.26347099
New Zealand,NZL,2002,74.74346607,58.81568007,16.26149102
New Zealand,NZL,2003,79.07574021,44.85700451,23.33661524
New Zealand,NZL,2004,79.2527179,40.30969638,24.057115
New Zealand,NZL,2005,81.41245058,37.53550011,26.59613504
New Zealand,NZL,2006,82.59274338,38.49933926,26.12895698
New Zealand,NZL,2007,83.08338929,42.37790296,19.92477126
New Zealand,NZL,2008,83.97329956,39.97224001,24.7038552
New Zealand,NZL,2009,79.94570498,41.79724285,18.77621805
New Zealand,NZL,2010,81.86955573,44.82121093,16.24792771
New Zealand,NZL,2011,81.5656811,40.47385276,16.58731995
New Zealand,NZL,2012,80.94464352,44.16688715,20.22398958
New Zealand,NZL,2013,82.112904,46.79442154,17.84879505
New Zealand,NZL,2014,83.76079975,51.05845871,17.07312466
New Zealand,NZL,2015,87.1477388,47.02683046,16.71603856
New Zealand,NZL,2016,88.99412695,49.19748258,14.17933206
Non-OECD,,1965,4479.222008,1614.740226,6012.646
Non-OECD,,1966,4834.600222,1791.079619,6239.638649
Non-OECD,,1967,5162.13975,1977.437,6169.2316
Non-OECD,,1968,5543.028066,2135.75803,6185.214036
Non-OECD,,1969,5941.961273,2319.683217,6569.086274
Non-OECD,,1970,6482.257945,2552.672253,6958.686849
Non-OECD,,1971,7093.672403,2775.733492,7379.987858
Non-OECD,,1972,7698.02113,2938.954158,7642.43912
Non-OECD,,1973,8396.607169,3239.361973,7764.509579
Non-OECD,,1974,8923.437369,3449.933968,7862.9485
Non-OECD,,1975,9246.591696,3780.265168,8386.381142
Non-OECD,,1976,9837.798138,4176.394434,8510.082971
Non-OECD,,1977,10402.67903,4537.684283,8928.56831
Non-OECD,,1978,11124.30202,4876.584027,9218.950224
Non-OECD,,1979,11597.24701,5300.926067,9490.271757
Non-OECD,,1980,11864.92501,5510.987828,9608.118178
Non-OECD,,1981,11968.10898,5839.578816,9778.90805
Non-OECD,,1982,12044.78071,6293.959188,10156.63711
Non-OECD,,1983,12157.01964,6713.98856,10590.35437
Non-OECD,,1984,12342.92337,7331.209517,11061.38568
Non-OECD,,1985,12573.1601,7900.60077,11479.42976
Non-OECD,,1986,12911.51474,8364.598943,11917.03066
Non-OECD,,1987,13288.09008,8755.672697,12553.61863
Non-OECD,,1988,13652.89824,9294.579418,13038.00724
Non-OECD,,1989,13976.62659,9630.222813,13208.19254
Non-OECD,,1990,14176.27557,10026.59851,13202.99061
Non-OECD,,1991,14172.79557,10199.86879,13185.84482
Non-OECD,,1992,14187.23483,10038.01033,13428.18283
Non-OECD,,1993,13787.50548,9842.811994,13615.65219
Non-OECD,,1994,13924.99995,9718.468945,13763.40437
Non-OECD,,1995,14147.30291,9843.961906,13824.11241
Non-OECD,,1996,14313.62892,10260.22093,14094.91798
Non-OECD,,1997,14950.26984,10103.53336,14006.25077
Non-OECD,,1998,15155.34214,10448.64609,13874.66141
Non-OECD,,1999,15556.13735,10704.9345,14171.81309
Non-OECD,,2000,15907.86803,11132.00347,14553.98487
Non-OECD,,2001,16331.93158,11690.36274,15158.05339
Non-OECD,,2002,16764.99161,12093.11221,16072.53747
Non-OECD,,2003,17385.83303,12598.41359,18319.46254
Non-OECD,,2004,18555.68696,13359.85551,20446.36043
Non-OECD,,2005,19001.70353,13992.85576,22815.698
Non-OECD,,2006,19683.25383,14831.44168,24611.41374
Non-OECD,,2007,20503.90741,15580.8833,26536.52789
Non-OECD,,2008,21110.29526,16130.85321,27367.19361
Non-OECD,,2009,21593.76475,15743.7135,28203.92576
Non-OECD,,2010,22870.2516,17090.04889,29316.97748
Non-OECD,,2011,23631.83463,17802.4424,31553.39538
Non-OECD,,2012,24475.22139,18388.61556,32214.91405
Non-OECD,,2013,25139.16865,18572.40424,32895.87847
Non-OECD,,2014,25796.75561,19052.02753,33128.50501
Non-OECD,,2015,26499.2273,19559.59915,32703.28693
Non-OECD,,2016,27114.50678,19874.90486,32781.18202
North America,,1965,7203.626188,4946.974955,3581.949282
North America,,1966,7563.294769,5333.658254,3743.792755
North America,,1967,7878.012541,5615.134058,3676.897067
North America,,1968,8426.550677,6022.916166,3814.700623
North America,,1969,8883.351014,6509.58276,3823.198333
North America,,1970,9268.026248,6875.088188,3803.763486
North America,,1971,9581.642435,7102.20033,3601.994035
North America,,1972,10344.30965,7227.80533,3733.334946
North America,,1973,10925.75124,7215.089508,4002.039266
North America,,1974,10596.76967,6998.667436,3916.463147
North America,,1975,10426.88159,6493.972961,3914.479488
North America,,1976,11189.79,6612.531012,4212.051053
North America,,1977,11759.62786,6523.529256,4378.191545
North America,,1978,11618.75086,6586.673555,4285.094826
North America,,1979,11483.90035,6829.312791,4646.11803
North America,,1980,10788.54198,6718.063201,4804.908583
North America,,1981,10147.70924,6578.719501,4949.25178
North America,,1982,9596.905305,6226.069571,4797.177974
North America,,1983,9464.565332,5874.590451,4981.900571
North America,,1984,9795.610048,6280.939727,5359.853791
North America,,1985,9788.462649,6113.244615,5469.533821
North America,,1986,10142.09036,5730.362964,5386.465921
North America,,1987,10382.20913,6049.077182,5626.013229
North America,,1988,10794.33539,6349.735738,5892.477993
North America,,1989,10870.85672,6734.131195,5961.087224
North America,,1990,10725.41359,6733.92944,5973.788824
North America,,1991,10509.59937,6882.158295,5909.360162
North America,,1992,10731.3887,7123.76655,5953.834707
North America,,1993,10804.70759,7326.298655,6132.710274
North America,,1994,11139.47809,7519.564224,6180.175128
North America,,1995,11064.89913,7836.450987,6251.916943
North America,,1996,11443.31829,8018.773893,6534.483967
North America,,1997,11648.36272,8091.317157,6678.740385
North America,,1998,11900.59079,7974.254425,6764.554569
North America,,1999,12194.10455,8033.311523,6742.610443
North America,,2000,12340.20793,8379.513258,7049.328935
North America,,2001,12336.6568,8039.791175,6875.904058
North America,,2002,12329.7451,8320.542989,6931.602131
North America,,2003,12581.17159,8250.119415,7016.232462
North America,,2004,13077.61269,8281.20824,7038.77568
North America,,2005,13128.41937,8274.37857,7163.931777
North America,,2006,13014.62798,8228.907498,7060.9876
North America,,2007,13054.58629,8605.478045,7151.025486
North America,,2008,12415.65933,8687.114088,7020.566253
North America,,2009,11817.66335,8612.36691,6163.803971
North America,,2010,12091.40117,8955.431849,6541.975664
North America,,2011,11972.53884,9170.935084,6185.550389
North America,,2012,11764.86476,9531.124024,5487.13448
North America,,2013,11925.8784,9814.944924,5676.330607
North America,,2014,11939.35439,10024.89186,5651.99927
North America,,2015,12095.13274,10247.81198,4933.052319
North America,,2016,12175.29085,10313.20972,4499.901649
Norway,NOR,1965,59.37115,0,8.87742323
Norway,NOR,1966,67.00043,0,8.1736803
Norway,NOR,1967,69.26828,0,8.58120713
Norway,NOR,1968,77.1069,0,8.73472313
Norway,NOR,1969,84.79433,0,9.73142576
Norway,NOR,1970,95.34274,0,9.94044012
Norway,NOR,1971,94.10996,0,9.34803118
Norway,NOR,1972,98.57588,0,10.14979175
Norway,NOR,1973,100.12267,0,10.91131252
Norway,NOR,1974,91.19083,0,12.09710732
Norway,NOR,1975,94.203,0,11.50211652
Norway,NOR,1976,104.16991,0,11.09784609
Norway,NOR,1977,102.5766,3.98909,9.55548712
Norway,NOR,1978,114.5555,6.69888,9.84788858
Norway,NOR,1979,113.81118,7.65254,12.26367218
Norway,NOR,1980,109.21733,8.22241,11.35211278
Norway,NOR,1981,101.49501,10.10647,11.37237224
Norway,NOR,1982,97.38962,10.90894,10.93764284
Norway,NOR,1983,96.20336,12.28128,11.65219004
Norway,NOR,1984,99.61095,11.81608,13.06639804
Norway,NOR,1985,104.57696,12.45573,13.01313264
Norway,NOR,1986,112.78774,13.7234,11.59730807
Norway,NOR,1987,111.48518,15.10737,11.20419081
Norway,NOR,1988,104.39088,19.02668,11.50196533
Norway,NOR,1989,105.98419,21.07356,10.07732522
Norway,NOR,1990,108.55442,22.31797,9.437521704
Norway,NOR,1991,99.62258,25.14406,8.399316256
Norway,NOR,1992,103.46048,27.06301,8.438346536
Norway,NOR,1993,108.63583,28.47024,9.125279464
Norway,NOR,1994,111.61311,30.56364,10.28838181
Norway,NOR,1995,109.10103,30.85439,11.23291458
Norway,NOR,1996,118.23058,33.4944,11.17046614
Norway,NOR,1997,119.53314,38.68138,11.08459952
Norway,NOR,1998,119.5918456,39.50711,12.0291323
Norway,NOR,1999,118.6060392,37.73935,11.27194486
Norway,NOR,2000,108.9731,42.36809,11.54515682
Norway,NOR,2001,118.89349,39.26288,10.28838181
Norway,NOR,2002,114.04378,41.90289,8.922322008
Norway,NOR,2003,120.4868,45.14766,8.711558496
Norway,NOR,2004,116.406771,47.74115,9.83563056
Norway,NOR,2005,118.1038127,46.67052097,8.399316256
Norway,NOR,2006,121.5692552,46.02651524,7.204989688
Norway,NOR,2007,124.1289202,44.58315035,7.92314684
Norway,NOR,2008,120.6543191,45.3066336,8.165134576
Norway,NOR,2009,124.6717081,43.26923865,6.5
Norway,NOR,2010,125.06902,43.05351905,8.861111111
Norway,NOR,2011,123.3202086,46.07636149,9.833333333
Norway,NOR,2012,122.5270492,45.68283572,9.527777778
Norway,NOR,2013,125.1140748,46.22273448,9.027777778
Norway,NOR,2014,118.0667665,48.79271227,9.888888889
Norway,NOR,2015,119.8894462,50.64134049,9.527777778
Norway,NOR,2016,121.0941744,50.98782326,9.54557288
OECD,,1965,13261.14626,5209.194351,10309.79492
OECD,,1966,14269.76419,5635.137803,10273.01898
OECD,,1967,15306.77593,5983.819228,10078.17047
OECD,,1968,16682.35729,6532.392971,10308.0816
OECD,,1969,18188.48816,7190.449655,10439.38533
OECD,,1970,19719.83535,7798.303951,10285.7984
OECD,,1971,20652.12915,8272.577039,9759.955282
OECD,,1972,22169.48835,8695.714257,9695.965085
OECD,,1973,23810.06916,8914.181401,10097.90135
OECD,,1974,22814.0147,8958.713599,10009.76485
OECD,,1975,22132.98012,8597.328759,9831.401439
OECD,,1976,23598.69633,8908.597322,10378.10978
OECD,,1977,24161.17929,8950.181196,10515.65546
OECD,,1978,24420.89674,9157.678698,10440.13904
OECD,,1979,24535.00697,9601.261777,11088.16661
OECD,,1980,22863.3163,9508.797407,11473.99503
OECD,,1981,21476.57053,9333.513715,11602.17979
OECD,,1982,20330.88098,8923.652009,11451.13418
OECD,,1983,19995.27277,8708.617449,11681.90572
OECD,,1984,20524.68796,9354.499074,12184.97183
OECD,,1985,20308.74101,9337.655969,12679.34078
OECD,,1986,20982.88841,9024.189661,12517.09487
OECD,,1987,21279.83877,9532.184505,12853.43787
OECD,,1988,22083.90854,9841.033092,13126.29673
OECD,,1989,22357.40257,10380.04643,13220.39524
OECD,,1990,22577.86105,10528.77238,12922.72691
OECD,,1991,22607.56556,10911.24185,12651.85834
OECD,,1992,23213.39353,11174.89708,12326.4946
OECD,,1993,23285.69003,11578.2106,12265.6032
OECD,,1994,23957.32547,11854.82448,12263.808
OECD,,1995,24205.39501,12481.42842,12342.30785
OECD,,1996,24892.54515,13145.032,12732.36402
OECD,,1997,25229.48494,13287.26311,12861.78923
OECD,,1998,25355.25991,13346.80007,12794.40452
OECD,,1999,25780.70294,13688.99258,12636.50968
OECD,,2000,25839.4404,14241.43468,13180.2986
OECD,,2001,25816.13527,14111.17089,13016.81735
OECD,,2002,25744.72955,14425.15969,13186.36084
OECD,,2003,26134.76321,14663.93769,13485.14494
OECD,,2004,26617.51337,14878.66934,13540.84825
OECD,,2005,26777.69761,15072.76704,13636.13229
OECD,,2006,26652.90328,15092.37547,13696.35462
OECD,,2007,26503.73061,15565.28199,13937.76204
OECD,,2008,25703.96124,15828.5729,13667.96617
OECD,,2009,24410.47997,15372.64165,12223.50539
OECD,,2010,24643.2063,16337.4479,12965.48981
OECD,,2011,24350.44538,16230.64269,12724.19575
OECD,,2012,24093.80509,16623.65762,12180.14819
OECD,,2013,23949.33727,16949.85956,12309.61981
OECD,,2014,23686.88808,16686.80302,12105.48717
OECD,,2015,23986.09962,17037.05966,11312.2434
OECD,,2016,24269.71343,17389.26633,10621.96081
Other Africa,,1965,155.9227701,1.95692,43.32885727
Other Africa,,1966,170.1858132,2.80591,44.26216813
Other Africa,,1967,178.2742385,2.93319,44.18996689
Other Africa,,1968,186.0757567,2.75583,44.73506871
Other Africa,,1969,201.460312,2.17646,43.25216457
Other Africa,,1970,215.2525466,6.0639,43.81945493
Other Africa,,1971,252.0987183,7.11693199,44.11845762
Other Africa,,1972,267.8558923,11.91517206,45.9370281
Other Africa,,1973,295.1491532,22.46218262,46.496625
Other Africa,,1974,305.4572077,24.43677996,44.02174651
Other Africa,,1975,310.670077,26.11279865,44.0818755
Other Africa,,1976,354.6453991,25.13517429,46.45360642
Other Africa,,1977,376.5154018,29.72971182,40.9377074
Other Africa,,1978,396.0021868,34.70607662,39.37197385
Other Africa,,1979,424.9793904,60.50774512,36.01555398
Other Africa,,1980,455.8839531,59.68538381,40.00722075
Other Africa,,1981,464.2443286,66.98127957,38.56080621
Other Africa,,1982,478.5150991,63.66045789,38.74275082
Other Africa,,1983,479.3243544,68.800114,37.59543633
Other Africa,,1984,460.7896929,70.14904382,38.28028131
Other Africa,,1985,479.5186609,81.88883466,42.93184231
Other Africa,,1986,467.8681989,95.96799684,50.72529527
Other Africa,,1987,496.5509302,96.09531251,58.26112785
Other Africa,,1988,525.4546511,104.0147995,58.62483332
Other Africa,,1989,539.6314733,121.9477479,59.71015618
Other Africa,,1990,540.2096592,114.764178,78.73513896
Other Africa,,1991,546.4572085,110.1660426,67.76890081
Other Africa,,1992,568.386891,118.2675493,68.24925748
Other Africa,,1993,588.0594288,121.9502342,78.36327098
Other Africa,,1994,610.9712891,124.3664276,75.59415361
Other Africa,,1995,620.6838529,134.1881449,77.15980306
Other Africa,,1996,634.5498177,150.4115237,77.89903635
Other Africa,,1997,652.7794835,152.4928853,82.24526005
Other Africa,,1998,661.3230036,169.5152967,85.84534924
Other Africa,,1999,702.0396876,137.6222725,77.97609708
Other Africa,,2000,706.5558399,173.434477,80.23536063
Other Africa,,2001,726.89901,203.7534692,90.28306223
Other Africa,,2002,742.361158,226.0008399,88.85763738
Other Africa,,2003,756.8329685,228.3490942,80.3824176
Other Africa,,2004,802.8794343,266.7127367,91.31548053
Other Africa,,2005,841.819266,283.2672924,91.58449525
Other Africa,,2006,845.445057,270.8631214,85.75176308
Other Africa,,2007,870.1851515,319.5160648,80.13398832
Other Africa,,2008,937.0546484,322.1204644,77.84977574
Other Africa,,2009,967.8222412,276.2196481,70.79545556
Other Africa,,2010,1020.438653,325.535809,75.60390493
Other Africa,,2011,978.9837662,331.553185,83.99871698
Other Africa,,2012,1046.15037,341.0649764,81.76581813
Other Africa,,2013,1102.393637,353.8200635,96.52173675
Other Africa,,2014,1099.194983,382.6156688,138.176656
Other Africa,,2015,1106.449757,455.7570195,132.6944724
Other Africa,,2016,1150.458421,436.8623561,119.3992785
Other Asia Pacific,,1965,49.18968659,2.53156025,125.5841359
Other Asia Pacific,,1966,52.21794538,3.247096,134.5784879
Other Asia Pacific,,1967,56.19465741,4.04346025,147.3762084
Other Asia Pacific,,1968,59.93045363,4.64240525,161.1238172
Other Asia Pacific,,1969,63.0088913,4.732247,173.0932035
Other Asia Pacific,,1970,60.47047399,5.6841625,187.2251668
Other Asia Pacific,,1971,60.79929635,5.5364615,210.5928651
Other Asia Pacific,,1972,68.04704014,4.9421685,215.3682466
Other Asia Pacific,,1973,68.07286191,11.38431625,220.0998369
Other Asia Pacific,,1974,70.71559641,18.97986925,228.6478422
Other Asia Pacific,,1975,69.69724933,16.14244,239.6213278
Other Asia Pacific,,1976,73.61473888,16.22385,253.7322136
Other Asia Pacific,,1977,75.26133594,17.35196,271.0645119
Other Asia Pacific,,1978,86.35917594,12.93256,286.779836
Other Asia Pacific,,1979,93.96784149,16.84024,304.9587098
Other Asia Pacific,,1980,103.6458704,20.3525,324.0205236
Other Asia Pacific,,1981,105.6119744,22.81806,333.6258428
Other Asia Pacific,,1982,106.7890027,23.59727,353.3266783
Other Asia Pacific,,1983,110.6451858,26.37684,367.957151
Other Asia Pacific,,1984,103.2310393,26.92345,379.9461349
Other Asia Pacific,,1985,107.3383658,30.27289,397.8489703
Other Asia Pacific,,1986,111.1413672,31.84294,395.7069894
Other Asia Pacific,,1987,110.4331367,32.20347,379.8410963
Other Asia Pacific,,1988,109.8553481,29.27271,385.331128
Other Asia Pacific,,1989,108.9216247,27.02812,380.722634
Other Asia Pacific,,1990,116.4231407,26.14424,360.6062623
Other Asia Pacific,,1991,109.0731948,25.02776,358.7048874
Other Asia Pacific,,1992,105.0778148,26.00468,311.9026724
Other Asia Pacific,,1993,108.0409714,30.02866,285.2652959
Other Asia Pacific,,1994,110.2500565,32.34303,262.5933809
Other Asia Pacific,,1995,117.1680302,35.41335,242.1233585
Other Asia Pacific,,1996,129.1620433,35.5878,207.4598978
Other Asia Pacific,,1997,133.5400658,35.28542,203.5304468
Other Asia Pacific,,1998,141.3675005,37.9067735,186.9750414
Other Asia Pacific,,1999,139.6437375,38.4533835,209.0651908
Other Asia Pacific,,2000,151.0720478,36.82381844,225.9683695
Other Asia Pacific,,2001,158.4600327,37.02021742,232.7645054
Other Asia Pacific,,2002,162.534101,38.37284943,221.9151417
Other Asia Pacific,,2003,171.2676719,43.88294575,228.1798444
Other Asia Pacific,,2004,170.1423642,47.53000694,228.651562
Other Asia Pacific,,2005,174.9683821,54.70462956,247.3951338
Other Asia Pacific,,2006,180.1604924,57.43622107,255.1702017
Other Asia Pacific,,2007,195.4420936,62.69538844,218.4841166
Other Asia Pacific,,2008,185.8923459,60.57648728,239.9903856
Other Asia Pacific,,2009,197.0763403,55.7477195,243.4963022
Other Asia Pacific,,2010,203.795914,60.78731995,237.5920844
Other Asia Pacific,,2011,225.6005133,65.48675134,191.4862779
Other Asia Pacific,,2012,229.6385918,65.07812478,199.8358578
Other Asia Pacific,,2013,239.5661872,67.43523271,160.751636
Other Asia Pacific,,2014,252.1243602,75.74011173,186.2687392
Other Asia Pacific,,2015,270.2482066,81.34160058,196.7238276
Other Asia Pacific,,2016,283.3504968,83.77579404,239.2454031
Other Europe & Eurasia,,1965,66.13042357,3.75649,137.1040135
Other Europe & Eurasia,,1966,76.93346683,4.59385,131.6071518
Other Europe & Eurasia,,1967,90.66390212,5.31491,116.8310435
Other Europe & Eurasia,,1968,103.4851507,6.65236,122.6659165
Other Europe & Eurasia,,1969,111.747699,8.24567,123.0821805
Other Europe & Eurasia,,1970,129.4813764,10.9121105,128.4354775
Other Europe & Eurasia,,1971,159.1047546,13.020948,136.2045224
Other Europe & Eurasia,,1972,166.2495684,16.965844,133.3678929
Other Europe & Eurasia,,1973,181.6516821,19.522118,138.4311122
Other Europe & Eurasia,,1974,195.5070059,21.933017,143.415536
Other Europe & Eurasia,,1975,188.4399596,23.558085,144.0498024
Other Europe & Eurasia,,1976,201.5625933,25.517383,149.916554
Other Europe & Eurasia,,1977,216.0060462,26.95834,146.8519906
Other Europe & Eurasia,,1978,235.8242803,30.200784,160.9533249
Other Europe & Eurasia,,1979,248.513429,34.793471,177.5209798
Other Europe & Eurasia,,1980,227.6151959,39.7819205,171.1816904
Other Europe & Eurasia,,1981,211.0648976,38.554613,188.784886
Other Europe & Eurasia,,1982,216.0721418,46.609551,192.9817769
Other Europe & Eurasia,,1983,229.2749888,49.812453,215.2648044
Other Europe & Eurasia,,1984,216.6413838,55.44021,235.453184
Other Europe & Eurasia,,1985,570.6287743,222.9092618,390.6800794
Other Europe & Eurasia,,1986,565.8801326,226.9770865,400.2706471
Other Europe & Eurasia,,1987,559.9767198,248.4696082,389.9424281
Other Europe & Eurasia,,1988,579.5561356,279.6937409,378.6778209
Other Europe & Eurasia,,1989,560.0549456,298.8404689,370.0173222
Other Europe & Eurasia,,1990,557.0196183,284.9228412,369.1447381
Other Europe & Eurasia,,1991,452.6874283,256.6701976,323.2557514
Other Europe & Eurasia,,1992,372.8386439,227.540347,285.1630511
Other Europe & Eurasia,,1993,327.1885383,170.3505652,254.7462803
Other Europe & Eurasia,,1994,286.119102,147.8629928,208.8041557
Other Europe & Eurasia,,1995,281.0205873,147.8470719,204.5162925
Other Europe & Eurasia,,1996,301.9951238,145.9574387,210.6824909
Other Europe & Eurasia,,1997,312.5476574,158.2129128,222.3804135
Other Europe & Eurasia,,1998,313.2764865,157.0902655,229.7814999
